hashtag_H	cluster_C_leader(userID)	relative_frequency_H_C	frequency_H_in_C	frequency_H_overall	count_H_in_C	count_tweets_in_C	count_H_entire_dataset	count_tweets_entire_dataset
crossquestion	846037320667217921	3571.25000	.14285	.00004	1	7	1	20481
onpoli	848180033688612864	48.09956	.66666	.01386	2	3	284	20481
VoteThemAllOut2022	848180033688612864	131.75098	.33333	.00253	1	3	52	20481
VoteFordOut2022	848180033688612864	133.86746	.33333	.00249	1	3	51	20481
HolocaustRemembranceDay	8487622	270.27027	.50000	.00185	2	4	38	20481
BabynYar	8487622	2083.33333	.50000	.00024	2	4	5	20481
Uyghurs	8487622	735.29411	.25000	.00034	1	4	7	20481
Olympics	8487622	342.46575	.25000	.00073	1	4	15	20481
PutinsWar	848911132496723969	47.77639	.15384	.00322	2	13	66	20481
LockThemAllUp	848911132496723969	809.68421	.15384	.00019	2	13	4	20481
ToryCriminals	848911132496723969	265.24137	.07692	.00029	1	13	6	20481
ToryCorruption	848911132496723969	29.81395	.07692	.00258	1	13	53	20481
ToriesOut	848911132496723969	35.94392	.07692	.00214	1	13	44	20481
Tories	848911132496723969	92.67469	.07692	.00083	1	13	17	20481
NHSbetrayed	848911132496723969	1923.00000	.07692	.00004	1	13	1	20481
NatCparty	848911132496723969	1923.00000	.07692	.00004	1	13	1	20481
KGBKirill	848911132496723969	1923.00000	.07692	.00004	1	13	1	20481
JohnsonTheCorruptPM	848911132496723969	54.55319	.07692	.00141	1	13	29	20481
JohnsonOut	848911132496723969	8.90277	.07692	.00864	1	13	177	20481
BrexitBonus	848911132496723969	854.66666	.07692	.00009	1	13	2	20481
AndrewNeil	848911132496723969	1923.00000	.07692	.00004	1	13	1	20481
sundpol	850343119451299841	603.30769	.23529	.00039	8	34	8	20481
dkpol	850343119451299841	405.67241	.23529	.00058	8	34	12	20481
dkmedier	850343119451299841	547.18604	.23529	.00043	8	34	9	20481
Covid19	850343119451299841	18.83351	.17647	.00937	6	34	192	20481
covid19	850343119451299841	19.12845	.11764	.00615	4	34	126	20481
Omicron	850343119451299841	5.09117	.08823	.01733	3	34	355	20481
mild	850343119451299841	205.18604	.08823	.00043	3	34	9	20481
ProtectTheKids	850343119451299841	420.14285	.05882	.00014	2	34	3	20481
LongCovid	850343119451299841	1.17899	.05882	.04989	2	34	1022	20481
hopium	850343119451299841	420.14285	.05882	.00014	2	34	3	20481
herdimmunity	850343119451299841	101.41379	.05882	.00058	2	34	12	20481
disinformation	850343119451299841	93.36507	.05882	.00063	2	34	13	20481
CovidIsNotOver	850343119451299841	4.47981	.05882	.01313	2	34	269	20481
airborne	850343119451299841	245.08333	.05882	.00024	2	34	5	20481
surrender	850343119451299841	326.77777	.02941	.00009	1	34	2	20481
science	850343119451299841	27.48598	.02941	.00107	1	34	22	20481
omicron	850343119451299841	16.33888	.02941	.00180	1	34	37	20481
MISC	850343119451299841	326.77777	.02941	.00009	1	34	2	20481
Mild	850343119451299841	210.07142	.02941	.00014	1	34	3	20481
HerdImmunity	850343119451299841	326.77777	.02941	.00009	1	34	2	20481
help	850343119451299841	122.54166	.02941	.00024	1	34	5	20481
GBD	850343119451299841	735.25000	.02941	.00004	1	34	1	20481
FreedomDay	850343119451299841	735.25000	.02941	.00004	1	34	1	20481
fatalism	850343119451299841	735.25000	.02941	.00004	1	34	1	20481
EndCovid	850343119451299841	210.07142	.02941	.00014	1	34	3	20481
DoItAll	850343119451299841	735.25000	.02941	.00004	1	34	1	20481
Denmark	850343119451299841	68.39534	.02941	.00043	1	34	9	20481
COVIDisAirborne	850343119451299841	2.95281	.02941	.00996	1	34	204	20481
CovidIsAirborne	850343119451299841	27.48598	.02941	.00107	1	34	22	20481
COVID19	850343119451299841	.46913	.02941	.06269	1	34	1284	20481
Covid_19	850343119451299841	9.27760	.02941	.00317	1	34	65	20481
Copenhagen	850343119451299841	326.77777	.02941	.00009	1	34	2	20481
BA2variant	850343119451299841	27.48598	.02941	.00107	1	34	22	20481
AntiScience	850343119451299841	735.25000	.02941	.00004	1	34	1	20481
COVIDisAirborne	851051040	50.20080	.50000	.00996	2	4	204	20481
UrgencyOfANewNormal	851051040	6250.00000	.25000	.00004	1	4	1	20481
SocialMurder	851051040	1315.78947	.25000	.00019	1	4	4	20481
longCOVID	851051040	367.64705	.25000	.00068	1	4	14	20481
yyc	851660614137135104	40.02134	.37500	.00937	3	8	192	20481
covid19ab	851660614137135104	139.92537	.37500	.00268	3	8	55	20481
zoo	851660614137135104	1388.88888	.12500	.00009	1	8	2	20481
yycccc	851660614137135104	3125.00000	.12500	.00004	1	8	1	20481
schoolaged	851660614137135104	3125.00000	.12500	.00004	1	8	1	20481
gorilla	851660614137135104	3125.00000	.12500	.00004	1	8	1	20481
covid19	851660614137135104	20.32520	.12500	.00615	1	8	126	20481
abpoli	851660614137135104	13.63140	.12500	.00917	1	8	188	20481
Ukraine	85289376	25.60163	4.00000	.15624	4	1	3200	20481
ValentinesDay	854241227503529985	232.55813	.10000	.00043	1	10	9	20481
RandomActsofKindnessDay	854241227503529985	1111.11111	.10000	.00009	1	10	2	20481
NationalLoveYourPetDay	854241227503529985	2500.00000	.10000	.00004	1	10	1	20481
LoveYourPetDay	854241227503529985	2500.00000	.10000	.00004	1	10	1	20481
JamalEdwards	854241227503529985	1111.11111	.10000	.00009	1	10	2	20481
HappyNewYear	854241227503529985	120.48192	.10000	.00083	1	10	17	20481
GalentinesDay	854241227503529985	2500.00000	.10000	.00004	1	10	1	20481
BettyWhite	854241227503529985	108.69565	.10000	.00092	1	10	19	20481
BeKind	854241227503529985	188.67924	.10000	.00053	1	10	11	20481
allontheboard	854241227503529985	2500.00000	.10000	.00004	1	10	1	20481
ToryCorruption	855263756	91.19767	.23529	.00258	4	17	53	20481
ToryCriminalsUnfitToGovern	855263756	273.58139	.11764	.00043	2	17	9	20481
PartyGate	855263756	28.34698	.11764	.00415	2	17	85	20481
ToryLies	855263756	57.66666	.05882	.00102	1	17	21	20481
ToryIncompetence	855263756	110.98113	.05882	.00053	1	17	11	20481
ToriesUnfitToGovern	855263756	57.66666	.05882	.00102	1	17	21	20481
SavilleWasATory	855263756	1470.50000	.05882	.00004	1	17	1	20481
PMQT	855263756	420.14285	.05882	.00014	1	17	3	20481
NotMovingOn	855263756	245.08333	.05882	.00024	1	17	5	20481
Killthebill	855263756	1470.50000	.05882	.00004	1	17	1	20481
JohnsonTheCorruptPM	855263756	41.71631	.05882	.00141	1	17	29	20481
JohnsonOut28	855263756	110.98113	.05882	.00053	1	17	11	20481
JohnsonOut11	855263756	173.00000	.05882	.00034	1	17	7	20481
JohnsonMustResign	855263756	136.79069	.05882	.00043	1	17	9	20481
farage	855263756	1470.50000	.05882	.00004	1	17	1	20481
CrimeMinister	855263756	245.08333	.05882	.00024	1	17	5	20481
BrexitBritain	855263756	110.98113	.05882	.00053	1	17	11	20481
DemVoice1	85568680	31.90810	.50000	.01567	3	6	321	20481
wtpBLUE	85568680	64.47388	.33333	.00517	2	6	106	20481
ONEV1	85568680	78.61556	.33333	.00424	2	6	87	20481
wtpBlue	85568680	694.41666	.16666	.00024	1	6	5	20481
VoteThemOut	85568680	387.58139	.16666	.00043	1	6	9	20481
VoteBlue	85568680	103.51552	.16666	.00161	1	6	33	20481
ThisIsAmerica	85583894	4166.50000	.16666	.00004	1	6	1	20481
restinpower	85583894	4166.50000	.16666	.00004	1	6	1	20481
PamMoses	85583894	4166.50000	.16666	.00004	1	6	1	20481
ExpandTheCourt	85583894	490.17647	.16666	.00034	1	6	7	20481
ConfirmJudgeJackson	85583894	314.45283	.16666	.00053	1	6	11	20481
bettywhite	85583894	877.15789	.16666	.00019	1	6	4	20481
StandWithUkraine	856010760	6.60066	.30000	.04545	3	10	931	20481
Bucha	856010760	44.54342	.20000	.00449	2	10	92	20481
Ukraine	856010760	.64004	.10000	.15624	1	10	3200	20481
Taxonomie	856010760	2500.00000	.10000	.00004	1	10	1	20481
StopBuyingRussianFossilFuels	856010760	2500.00000	.10000	.00004	1	10	1	20481
PeterIsherwell	856010760	2500.00000	.10000	.00004	1	10	1	20481
nuclear	856010760	98.03921	.10000	.00102	1	10	21	20481
EUTaxonomy	856010760	2500.00000	.10000	.00004	1	10	1	20481
EUCO	856010760	344.82758	.10000	.00029	1	10	6	20481
climatecrisis	856010760	158.73015	.10000	.00063	1	10	13	20481
Ottawa	856852362278948864	32.17342	.14285	.00444	2	14	91	20481
WearAMask	856852362278948864	14.34136	.07142	.00498	1	14	102	20481
OttawaOccupation	856852362278948864	27.15589	.07142	.00263	1	14	54	20481
Omicron	856852362278948864	4.12117	.07142	.01733	1	14	355	20481
omicron	856852362278948864	39.67777	.07142	.00180	1	14	37	20481
N95s	856852362278948864	510.14285	.07142	.00014	1	14	3	20481
longcovid	856852362278948864	12.00336	.07142	.00595	1	14	122	20481
IStandWithBrooksFallis	856852362278948864	1785.50000	.07142	.00004	1	14	1	20481
GoHomeTruckers	856852362278948864	183.12820	.07142	.00039	1	14	8	20481
getboosted	856852362278948864	1785.50000	.07142	.00004	1	14	1	20481
fakephoto	856852362278948864	1785.50000	.07142	.00004	1	14	1	20481
COVID19	856852362278948864	1.13925	.07142	.06269	1	14	1284	20481
Covid	856852362278948864	9.20360	.07142	.00776	1	14	159	20481
AcademyAwards	856852362278948864	1785.50000	.07142	.00004	1	14	1	20481
RussiaInvadedUkraine	856959757	71.10933	.26666	.00375	8	30	77	20481
Kyiv	856959757	12.99164	.23333	.01796	7	30	368	20481
Ukraine	856959757	1.28008	.20000	.15624	6	30	3200	20481
RussianWarCrimesInUkraine	856959757	314.45283	.16666	.00053	5	30	11	20481
RussianAggression	856959757	170.93589	.13333	.00078	4	30	16	20481
RussiaUkraineWar	856959757	14.32664	.10000	.00698	3	30	143	20481
RussianWarCrimes	856959757	23.58490	.10000	.00424	3	30	87	20481
Russianlosses	856959757	714.28571	.10000	.00014	3	30	3	20481
RussianGenocideOfUkrainians	856959757	714.28571	.10000	.00014	3	30	3	20481
Bucha	856959757	22.27171	.10000	.00449	3	30	92	20481
RussianUkrainianWar	856959757	15.18451	.06666	.00439	2	30	90	20481
Russia	856959757	1.13599	.06666	.05868	2	30	1202	20481
Mariupol	856959757	6.07103	.06666	.01098	2	30	225	20481
Kharkiv	856959757	11.39487	.06666	.00585	2	30	120	20481
BuchaMRRRRRRacre	856959757	22.82876	.06666	.00292	2	30	60	20481
Belgorod	856959757	196.05882	.06666	.00034	2	30	7	20481
welcometohell	856959757	833.25000	.03333	.00004	1	30	1	20481
war	856959757	10.68269	.03333	.00312	1	30	64	20481
UkrainianVictory	856959757	69.43750	.03333	.00048	1	30	10	20481
RussiaWarCrimes	856959757	69.43750	.03333	.00048	1	30	10	20481
RussianWarOnUkraine	856959757	833.25000	.03333	.00004	1	30	1	20481
russianinvasion	856959757	32.67647	.03333	.00102	1	30	21	20481
RussiainvadedUkraine	856959757	833.25000	.03333	.00004	1	30	1	20481
Irpin	856959757	23.63829	.03333	.00141	1	30	29	20481
Hostomel	856959757	69.43750	.03333	.00048	1	30	10	20481
Genocide	856959757	69.43750	.03333	.00048	1	30	10	20481
Chernihiv	856959757	10.35093	.03333	.00322	1	30	66	20481
AzovSteel	856959757	833.25000	.03333	.00004	1	30	1	20481
Azovstal	856959757	77.51162	.03333	.00043	1	30	9	20481
Azov	856959757	77.51162	.03333	.00043	1	30	9	20481
Ukraine	857551308756312068	1.82866	.28571	.15624	2	7	3200	20481
SundayMorning	857551308756312068	58.54508	.14285	.00244	1	7	50	20481
StandWithUkraine	857551308756312068	3.14301	.14285	.04545	1	7	931	20481
StandingWithUkraine	857551308756312068	122.09401	.14285	.00117	1	7	24	20481
SpringEquinox	857551308756312068	751.84210	.14285	.00019	1	7	4	20481
spring	857551308756312068	1020.35714	.14285	.00014	1	7	3	20481
soulfulsunday	857551308756312068	3571.25000	.14285	.00004	1	7	1	20481
auspol	85795383	3.99706	.28571	.07148	4	14	1464	20481
abc730	85795383	44.36335	.14285	.00322	2	14	66	20481
ThisisNotJournalism	85795383	148.79166	.07142	.00048	1	14	10	20481
TheProjectTV	85795383	82.09195	.07142	.00087	1	14	18	20481
Solomonislands	85795383	1785.50000	.07142	.00004	1	14	1	20481
qanda	85795383	50.65248	.07142	.00141	1	14	29	20481
Mediscare	85795383	510.14285	.07142	.00014	1	14	3	20481
Medicare	85795383	210.05882	.07142	.00034	1	14	7	20481
LNP	85795383	56.68253	.07142	.00126	1	14	26	20481
Elections2022	85795383	97.83561	.07142	.00073	1	14	15	20481
ausvotes	85795383	6.77609	.07142	.01054	1	14	216	20481
afternoonbriefing	85795383	113.36507	.07142	.00063	1	14	13	20481
ABCBreakfastNews	85795383	1785.50000	.07142	.00004	1	14	1	20481
60mins	85795383	793.55555	.07142	.00009	1	14	2	20481
TheApprentice	85874860	10256.41025	4.00000	.00039	4	1	8	20481
COVIDisAirborne	859234990340546560	100.40160	1.00000	.00996	3	3	204	20481
ResignKenney	859234990340546560	2380.92857	.33333	.00014	1	3	3	20481
FireTheUCP	859234990340546560	694.43750	.33333	.00048	1	3	10	20481
WEF	86010091	694.41666	.16666	.00024	1	6	5	20481
SCC	86010091	4166.50000	.16666	.00004	1	6	1	20481
FreedomConvoyCanada2022	86010091	264.53968	.16666	.00063	1	6	13	20481
FreedomConvoyCanada	86010091	264.53968	.16666	.00063	1	6	13	20481
FreedomConvoy2022	86010091	54.28664	.16666	.00307	1	6	63	20481
FreedomConvoy	86010091	66.93172	.16666	.00249	1	6	51	20481
HateWontWin	860715570	5147.05882	3.50000	.00068	7	2	14	20481
BernsteinBolden	860715570	12500.00000	.50000	.00004	1	2	1	20481
StonerFam	861137888838393856	5263.15789	1.00000	.00019	4	4	4	20481
CannabisCommunity	861137888838393856	5263.15789	1.00000	.00019	4	4	4	20481
smokeweed	861137888838393856	5555.55555	.50000	.00009	2	4	2	20481
Mmemberville	861137888838393856	3571.42857	.50000	.00014	2	4	3	20481
WorldNewsTonight	86141342	10256.41025	4.00000	.00039	8	2	8	20481
Oscars	86141342	101.41987	.50000	.00493	1	2	101	20481
Maddow	862315394	186.79452	.27272	.00146	3	11	30	20481
TheView	862315394	95.68947	.18181	.00190	2	11	39	20481
TaxBillionaires	862315394	2020.11111	.18181	.00009	2	11	2	20481
StandingWithUkraine	862315394	155.39316	.18181	.00117	2	11	24	20481
PutinWarCriminal	862315394	53.31671	.18181	.00341	2	11	70	20481
DeSantis	862315394	313.46551	.18181	.00058	2	11	12	20481
Ukraine	862315394	.58179	.09090	.15624	1	11	3200	20481
TuckerCarlsonIsARacist	862315394	1010.00000	.09090	.00009	1	11	2	20481
TrumpCoupAttempt	862315394	72.14285	.09090	.00126	1	11	26	20481
ThankaRepublican	862315394	189.37500	.09090	.00048	1	11	10	20481
RussiaInvadedUkraine	862315394	24.24000	.09090	.00375	1	11	77	20481
UnionsForAll	862430010	3448.27586	1.00000	.00029	2	2	6	20481
FightFor15	862430010	11111.11111	1.00000	.00009	2	2	2	20481
Ukraine	86302370	13.60087	2.12500	.15624	17	8	3200	20481
Russia	86302370	19.17177	1.12500	.05868	9	8	1202	20481
UkraineInvasion	86302370	136.61202	.50000	.00366	4	8	75	20481
Bucha	86302370	55.67928	.25000	.00449	2	8	92	20481
Syria	86302370	37.20238	.12500	.00336	1	8	69	20481
StandWithUkraine	86302370	2.75027	.12500	.04545	1	8	931	20481
StandUpForUkraine	86302370	80.12820	.12500	.00156	1	8	32	20481
BuchaMRRRRRRacre	86302370	42.80821	.12500	.00292	1	8	60	20481
Ukraine	863527548	4.80030	.75000	.15624	3	4	3200	20481
Russia	863527548	4.26039	.25000	.05868	1	4	1202	20481
India	863527548	257.73195	.25000	.00097	1	4	20	20481
China	863527548	36.60322	.25000	.00683	1	4	140	20481
NotMyPM	864030687120281602	595.20833	.14285	.00024	2	14	5	20481
HelpRefugees	864030687120281602	1587.22222	.14285	.00009	2	14	2	20481
WhatMatters	864030687120281602	1785.50000	.07142	.00004	1	14	1	20481
unlawful	864030687120281602	1785.50000	.07142	.00004	1	14	1	20481
SomeDemocracy	864030687120281602	1785.50000	.07142	.00004	1	14	1	20481
saveBritain	864030687120281602	1785.50000	.07142	.00004	1	14	1	20481
PMQs	864030687120281602	4.86181	.07142	.01469	1	14	301	20481
NotinourName	864030687120281602	1785.50000	.07142	.00004	1	14	1	20481
JohnsonOut43	864030687120281602	246.27586	.07142	.00029	1	14	6	20481
inhuman	864030687120281602	1785.50000	.07142	.00004	1	14	1	20481
fruitpickers	864030687120281602	1785.50000	.07142	.00004	1	14	1	20481
complicit	864030687120281602	1785.50000	.07142	.00004	1	14	1	20481
BrownShirts	864030687120281602	1785.50000	.07142	.00004	1	14	1	20481
BlackShirts	864030687120281602	1785.50000	.07142	.00004	1	14	1	20481
BuchaMRRRRRRacre	864624748738875392	1027.39726	3.00000	.00292	3	1	60	20481
CA40	865315737690284032	158.55813	.06818	.00043	3	44	9	20481
VACCINATION	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
Uyghurs	865315737690284032	66.82352	.02272	.00034	1	44	7	20481
Uyghur	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
TonyCardenas	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
TIGRYANS	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
Tigrayans	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
Tigray	865315737690284032	42.86792	.02272	.00053	1	44	11	20481
StandWithPP	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
Rohingyans	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
RoeVWade	865315737690284032	94.66666	.02272	.00024	1	44	5	20481
ROB	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
RepKatherineClark	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
RELIGIOUS	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
RACIAL	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
Punjabi	865315737690284032	252.44444	.02272	.00009	1	44	2	20481
POLITICS	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
PEOPLE	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
NormaTorres	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
Mentalhealth	865315737690284032	119.57894	.02272	.00019	1	44	4	20481
MASKS	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
KENCRAFT	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
Kashmiris	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
Kashmir	865315737690284032	252.44444	.02272	.00009	1	44	2	20481
JudyChu	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
Human	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
HOUSINGISAHUMANRIGHT	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
HOPEWINS	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
homelessness	865315737690284032	119.57894	.02272	.00019	1	44	4	20481
Healthcare	865315737690284032	42.86792	.02272	.00053	1	44	11	20481
HATE	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
DR	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
COVID19	865315737690284032	.36241	.02272	.06269	1	44	1284	20481
COMMONSENSE	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
ChamathPalihapitiya	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
CALIFORNIA	865315737690284032	252.44444	.02272	.00009	1	44	2	20481
California	865315737690284032	6.05866	.02272	.00375	1	44	77	20481
Both	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
BOOSTERS	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
BONTA	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
BIGOTRY	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
BansOffOurBodies	865315737690284032	66.82352	.02272	.00034	1	44	7	20481
ALL	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
AlexPadilla	865315737690284032	568.00000	.02272	.00004	1	44	1	20481
MarshallFire	86606520	128.42465	.09375	.00073	6	64	15	20481
ColoradoFire	86606520	181.67441	.07812	.00043	5	64	9	20481
Colorado	86606520	200.30769	.07812	.00039	5	64	8	20481
Boulder	86606520	200.30769	.07812	.00039	5	64	8	20481
tsunami	86606520	97.64583	.04687	.00048	3	64	10	20481
MontereyCounty	86606520	334.78571	.04687	.00014	3	64	3	20481
animalrescue	86606520	246.68421	.04687	.00019	3	64	4	20481
Wildfire	86606520	347.22222	.03125	.00009	2	64	2	20481
Ukraine	86606520	.20001	.03125	.15624	2	64	3200	20481
Tonga	86606520	23.85496	.03125	.00131	2	64	27	20481
Superior	86606520	347.22222	.03125	.00009	2	64	2	20481
Scotland	86606520	26.70940	.03125	.00117	2	64	24	20481
Poznan	86606520	347.22222	.03125	.00009	2	64	2	20481
MissionPossible	86606520	164.47368	.03125	.00019	2	64	4	20481
KSAR	86606520	223.21428	.03125	.00014	2	64	3	20481
KabulSmallAnimalRescue	86606520	347.22222	.03125	.00009	2	64	2	20481
California	86606520	8.33333	.03125	.00375	2	64	77	20481
Brazil	86606520	347.22222	.03125	.00009	2	64	2	20481
BoulderFire	86606520	347.22222	.03125	.00009	2	64	2	20481
BoulderCounty	86606520	223.21428	.03125	.00014	2	64	3	20481
BigSur	86606520	223.21428	.03125	.00014	2	64	3	20481
Argentina	86606520	223.21428	.03125	.00014	2	64	3	20481
Zoo	86606520	390.50000	.01562	.00004	1	64	1	20481
Wildlife	86606520	390.50000	.01562	.00004	1	64	1	20481
Wildfires	86606520	111.57142	.01562	.00014	1	64	3	20481
wildfire	86606520	390.50000	.01562	.00004	1	64	1	20481
volcano	86606520	65.08333	.01562	.00024	1	64	5	20481
VegetationFire	86606520	390.50000	.01562	.00004	1	64	1	20481
Vancouver	86606520	14.59813	.01562	.00107	1	64	22	20481
Ukraina	86606520	12.80327	.01562	.00122	1	64	25	20481
TsunamiWarning	86606520	390.50000	.01562	.00004	1	64	1	20481
Tsunami	86606520	45.94117	.01562	.00034	1	64	7	20481
Storm	86606520	173.55555	.01562	.00009	1	64	2	20481
SantoTome	86606520	390.50000	.01562	.00004	1	64	1	20481
RollingPinesFire	86606520	173.55555	.01562	.00009	1	64	2	20481
RioDeJaneiro	86606520	390.50000	.01562	.00004	1	64	1	20481
Poland	86606520	5.82835	.01562	.00268	1	64	55	20481
Pets	86606520	111.57142	.01562	.00014	1	64	3	20481
Petropolis	86606520	173.55555	.01562	.00009	1	64	2	20481
pet	86606520	65.08333	.01562	.00024	1	64	5	20481
OperationHercules	86606520	390.50000	.01562	.00004	1	64	1	20481
operationhercules	86606520	390.50000	.01562	.00004	1	64	1	20481
NewZealand	86606520	65.08333	.01562	.00024	1	64	5	20481
NewYork	86606520	12.39682	.01562	.00126	1	64	26	20481
Netherlands	86606520	40.05128	.01562	.00039	1	64	8	20481
mudslides	86606520	390.50000	.01562	.00004	1	64	1	20481
Luhansk	86606520	15.31372	.01562	.00102	1	64	21	20481
LouisvilleCO	86606520	390.50000	.01562	.00004	1	64	1	20481
Kyiv	86606520	.86971	.01562	.01796	1	64	368	20481
Kiew	86606520	111.57142	.01562	.00014	1	64	3	20481
GeysersFire	86606520	390.50000	.01562	.00004	1	64	1	20481
floods	86606520	36.32558	.01562	.00043	1	64	9	20481
Flight	86606520	390.50000	.01562	.00004	1	64	1	20481
Ecuador	86606520	111.57142	.01562	.00014	1	64	3	20481
Dudley	86606520	390.50000	.01562	.00004	1	64	1	20481
Dogs	86606520	40.05128	.01562	.00039	1	64	8	20481
dogs	86606520	1.27510	.01562	.01225	1	64	251	20481
Corrientes	86606520	390.50000	.01562	.00004	1	64	1	20481
Cats	86606520	65.08333	.01562	.00024	1	64	5	20481
cats	86606520	7.29906	.01562	.00214	1	64	44	20481
Bronx	86606520	173.55555	.01562	.00009	1	64	2	20481
Animals	86606520	53.86206	.01562	.00029	1	64	6	20481
animals	86606520	4.00512	.01562	.00390	1	64	80	20481
AnimalRescue	86606520	173.55555	.01562	.00009	1	64	2	20481
LongCovid	86626845	23.68831	1.18181	.04989	13	11	1022	20481
SARSCoV2	86626845	155.20975	.63636	.00410	7	11	84	20481
COVID19	86626845	7.25059	.45454	.06269	5	11	1284	20481
Covid	86626845	23.42912	.18181	.00776	2	11	159	20481
VaccinesWork	86626845	84.95327	.09090	.00107	1	11	22	20481
Omicron	86626845	5.24523	.09090	.01733	1	11	355	20481
MECFS	86626845	24.50134	.09090	.00371	1	11	76	20481
Influenza	86626845	2272.50000	.09090	.00004	1	11	1	20481
CovidIsNotOver	86626845	6.92307	.09090	.01313	1	11	269	20481
COVIDisAirborne	86626845	9.12650	.09090	.00996	1	11	204	20481
ACC22	86626845	2272.50000	.09090	.00004	1	11	1	20481
StandwithSam	866451086349144065	10714.28571	1.50000	.00014	3	2	3	20481
Ohio	866451086349144065	3571.42857	.50000	.00014	1	2	3	20481
COVID19	867211584	18.23018	1.14285	.06269	8	7	1284	20481
LongCovidKids	867211584	222.63376	.85714	.00385	6	7	79	20481
LongCovid	867211584	17.18059	.85714	.04989	6	7	1022	20481
longcovid	867211584	72.02857	.42857	.00595	3	7	122	20481
LongCovidkids	867211584	985.20689	.28571	.00029	2	7	6	20481
MakeSchoolsSafe	867211584	155.27173	.14285	.00092	1	7	19	20481
longcovidkids	867211584	492.58620	.14285	.00029	1	7	6	20481
techorama	867353936897986560	6250.00000	1.50000	.00024	3	2	5	20481
CFP	867353936897986560	11111.11111	1.00000	.00009	2	2	2	20481
Notley2023	867966382700240896	2678.57142	.37500	.00014	3	8	3	20481
TruckersForFreedom	867966382700240896	150.60240	.12500	.00083	1	8	17	20481
TruckersConvoy2022	867966382700240896	128.86597	.12500	.00097	1	8	20	20481
RemoveKenney	867966382700240896	3125.00000	.12500	.00004	1	8	1	20481
NeverVoteConservative	867966382700240896	64.10256	.12500	.00195	1	8	40	20481
IAMCANADIAN	867966382700240896	367.64705	.12500	.00034	1	8	7	20481
FluTruxKlan	867966382700240896	45.78754	.12500	.00273	1	8	56	20481
FlipFlopCons	867966382700240896	3125.00000	.12500	.00004	1	8	1	20481
TriggerPoint	86925202	3448.27586	1.00000	.00029	2	2	6	20481
ConcertForUkraine	86925202	3571.42857	.50000	.00014	1	2	3	20481
COVID19	86970530	5.93539	.37209	.06269	16	43	1284	20481
MedTwitter	86970530	72.88034	.25581	.00351	11	43	72	20481
Omicron	86970530	12.07732	.20930	.01733	9	43	355	20481
pandemic	86970530	40.32658	.13953	.00346	6	43	71	20481
GetVaccinated	86970530	84.05421	.13953	.00166	6	43	34	20481
GetBoosted	86970530	108.66355	.11627	.00107	5	43	22	20481
vaxxed	86970530	498.28571	.06976	.00014	3	43	3	20481
boosted	86970530	498.28571	.06976	.00014	3	43	3	20481
WearAMask	86970530	9.33935	.04651	.00498	2	43	102	20481
VaccinesWork	86970530	43.46728	.04651	.00107	2	43	22	20481
vaccine	86970530	38.12295	.04651	.00122	2	43	25	20481
OncTwitter	86970530	516.77777	.04651	.00009	2	43	2	20481
immunocompromised	86970530	136.79411	.04651	.00034	2	43	7	20481
VaccineMandate	86970530	166.07142	.02325	.00014	1	43	3	20481
vaccinated	86970530	31.84931	.02325	.00073	1	43	15	20481
Texas	86970530	11.92307	.02325	.00195	1	43	40	20481
tests	86970530	581.25000	.02325	.00004	1	43	1	20481
NYC	86970530	7.57328	.02325	.00307	1	43	63	20481
NurseTwitter	86970530	34.19117	.02325	.00068	1	43	14	20481
NewYork	86970530	18.45238	.02325	.00126	1	43	26	20481
maskmandate	86970530	22.79411	.02325	.00102	1	43	21	20481
Maryland	86970530	96.87500	.02325	.00024	1	43	5	20481
longCovid	86970530	68.38235	.02325	.00034	1	43	7	20481
LetsGo	86970530	581.25000	.02325	.00004	1	43	1	20481
